Kind,Kind2,Kind3,Kind4,Common Name,Common name2,Common name3,Common Name Common name2 Common name3,Bi or Trinomial Name,Sp Short Name,Kingdom,Phylum,Class,Order,Infraorder,Clade,Sub Order,Superfamily,Family,Sub family,Tribe,Genus,Sub Genus,Species,Sub species 1,Sub Species 2,Prior binomial name,Kind > Kind2 Kind3,"Genus > Species > 
 > Sub species 1","Common Name
 > Bi or Trinomial Name",Code1,Code2,Code3,,,,,,,,Original Order,Cleaned Name,Taxon ID,Match Level,Error,dwc:taxonID_x,Unmatched Names,dwc:taxonID_y,dwc:occurrenceStatus,dwc:locationID,dwc:locality,dwc:countryCode,dcterms:source
Lizard,Skink,,,Spiny Tailed Skink (Egernia sp),,,Spiny Tailed Skink (Egernia sp)  ,Egernia sp.,E. sp.,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Egernia,,sp.,,,,Lizard > Skink,Egernia > sp.,"Spiny Tailed Skink (Egernia sp)
 > Egernia sp.",LISKI,SPTSK,,,,,,,,,202,egernia sp,632MD,Genus Matched. Species not found,egernia sp,632MD,,,,,,,
Lizard,Skink,,,Skink (pos Sun Skink - Mabuya),Golden Skink,Many Striped Sun Skink,Skink (pos Sun Skink - Mabuya) Golden Skink Many Striped Sun Skink,Eutropis multifasciata,E. multifasciata,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Eutropis,,multifasciata,,,,Lizard > Skink,Eutropis > multifasciata,"Skink (pos Sun Skink - Mabuya)
 > Eutropis multifasciata",LISKI,SUNSK,,,,,,,,,203,eutropis multifasciata,6HKDH,species,,6HKDH,,6HKDH,native,,"From India (Assam, Mizoram, Tripura), Bangladesh to S China (Hainan, Yunnan), Taiwan,",,
Lizard,Skink,,,Sandfish Skink,,,Sandfish Skink  ,Scincus scincus,S. scincus,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Scincus,,scincus,,,,Lizard > Skink,Scincus > scincus,"Sandfish Skink
 > Scincus scincus",LISKI,SNDSK,,,,,,,,,204,scincus scincus,4VK6R,species,,4VK6R,,4VK6R,native,,"Tunisia, Algeria, SE Libya, Egypt, Sinai, Israel, Jordan, Yemen, , Bahrain, Kuwait, Iraq, Iran, Western Sahara ?, Mauritania ?, Senegal, Mali, Niger, Nigeria, Saudi Arabia, C Sudan (Jumhūriyyat)",,
Lizard,Skink,,,Centralian Blue-Tongued Skink,,,Centralian Blue-Tongued Skink  ,Tiliqua multifasciata,T. multifasciata,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,multifasciata,,,,Lizard > Skink,Tiliqua > multifasciata,"Centralian Blue-Tongued Skink
 > Tiliqua multifasciata",LISKI,CTBTS,,,,,,,,,205,tiliqua multifasciata,56WZM,species,,56WZM,,56WZM,native,,"Australia (Northern Territory, Queensland, South Australia, Western Australia, New South Wales)",,
Lizard,Skink,,,Blue-Tongued Skink*,,,Blue-Tongued Skink*  ,Tiliqua spp.,T. spp.,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,multifasciata,,,,Lizard > Skink,Tiliqua > multifasciata,"Blue-Tongued Skink*
 > Tiliqua spp.",LISKI,BLUTS,,,,,,,,,206,tiliqua spp,56WZ2,Genus Matched. Species not found,tiliqua spp,56WZ2,,,,,,,
Lizard,Skink,,,Western Blue-Tongued Skink,,,Western Blue-Tongued Skink  ,Tiliqua occipitalis,T. occipitalis,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,occipitalis,,,,Lizard > Skink,Tiliqua > occipitalis,"Western Blue-Tongued Skink
 > Tiliqua occipitalis",LISKI,WEBTS,,,,,,,,,207,tiliqua occipitalis,56WZS,species,,56WZS,,56WZS,native,,"Australia (New South Wales, Northern Territory, Queensland, South Australia, Victoria, Western Australia)",,
Lizard,Skink,,,Shingleback Skink,,,Shingleback Skink  ,Tiliqua rugosa sspp.,T. rugosa sspp.,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Tiliqua,,rugosa,ssp.,,,Lizard > Skink,"Tiliqua > rugosa > 
 > ssp.","Shingleback Skink
 > Tiliqua rugosa sspp.",LISKI,SHBSK,,,,,,,,,208,tiliqua rugosa sspp,56X25,species,,56X25,,56X25,native,,"Australia (S Western Australia, S South Australia, Victoria, New South Wales except coastal areas, S/C Queensland)",,
Lizard,Skink,,,Common Blue-Tongued Skink,,,Common Blue-Tongued Skink  ,Tiliqua scincoides,T. scincoides,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,scincoides,,,,Lizard > Skink,Tiliqua > scincoides,"Common Blue-Tongued Skink
 > Tiliqua scincoides",LISKI,COBTS,,,,,,,,,209,tiliqua scincoides,56X27,species,,56X27,,56X27,native,,"Australia (New South Wales, Northern Territory, Queensland, SE South Australia, Victoria, NW Western Australia)",,
Lizard,Skink,,,Tanimbar Blue-Tongued Skink,,,Tanimbar Blue-Tongued Skink  ,Tiliqua scincoides chimaerea,T. scincoides chimaerea,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,scincoides,chimaerea,,,Lizard > Skink,"Tiliqua > scincoides > 
 > chimaerea","Tanimbar Blue-Tongued Skink
 > Tiliqua scincoides chimaerea",LISKI,TNBTS,,,,,,,,,210,tiliqua scincoides chimaerea,5F87P,subspecies,,5F87P,,5F87P,native,,"Australia (New South Wales, Northern Territory, Queensland, SE South Australia, Victoria, NW Western Australia)",,
Lizard,Skink,,,Northern Blue-Tongued Skink,,,Northern Blue-Tongued Skink  ,Tiliqua scincoides intermedia,T. scincoides intermedia,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,scincoides,intermedia,,,Lizard > Skink,"Tiliqua > scincoides > 
 > intermedia","Northern Blue-Tongued Skink
 > Tiliqua scincoides intermedia",LISKI,NRBTS,,,,,,,,,211,tiliqua scincoides intermedia,5F87R,subspecies,,5F87R,,5F87R,native,,"Australia (New South Wales, Northern Territory, Queensland, SE South Australia, Victoria, NW Western Australia)",,
Lizard,Skink,,,Eastern Blue-Tongued Skink,,,Eastern Blue-Tongued Skink  ,Tiliqua scincoides scincoides,T. scincoides scincoides,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,scincoides,scincoides,,,Lizard > Skink,"Tiliqua > scincoides > 
 > scincoides","Eastern Blue-Tongued Skink
 > Tiliqua scincoides scincoides",LISKI,EABTS,,,,,,,,,212,tiliqua scincoides scincoides,5F87S,subspecies,,5F87S,,5F87S,native,,"Australia (New South Wales, Northern Territory, Queensland, SE South Australia, Victoria, NW Western Australia)",,
Lizard,Skink,,,Iran Jaya Blue-Tongued Skink,,,Iran Jaya Blue-Tongued Skink  ,Tiliqua sp.,T. sp.,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,Egerniinae,,Tiliqua,,sp.,,,,Lizard > Skink,Tiliqua > sp.,"Iran Jaya Blue-Tongued Skink
 > Tiliqua sp.",LISKI,IJBTS,,,,,,,,,213,tiliqua sp,56WZ2,Genus Matched. Species not found,tiliqua sp,56WZ2,,,,,,,
Lizard,Skink,,,Red-Eyed Crocodile Skink,,,Red-Eyed Crocodile Skink  ,Tribolonotus gracilis,T. gracilis,Animalia,Chordata,Reptilia,Squamata,,,,,Scincidae,,,Tribolonotus,,gracilis,,,,Lizard > Skink,Tribolonotus > gracilis,"Red-Eyed Crocodile Skink
 > Tribolonotus gracilis",LISKI,RECRS,,,,,,,,,214,tribolonotus gracilis,586C5,species,,586C5,,586C5,native,,"Papua New Guinea, Admirality Islands (Manus; may be in error fide MYS 1988: 148)",,
Lizard,Tegu,,,Tegu - Black and White,Argentine Black and White Tegu,,Tegu - Black and White Argentine Black and White Tegu ,Salvator merianae,S. merianae,Animalia,Chordata,Reptilia,Squamata,,,,,Teiidae,,,Salvator,,merianae,,,,Lizard > Tegu,Salvator > merianae,"Tegu - Black and White
 > Salvator merianae",LITEG,BNWTG,,,,,,,,,215,salvator merianae,6XFSD,species,,6XFSD,,6XFSD,native,,"Brazil (Amazonas, Rio Grande do Sul, Goias, Minas Gerais, Espírito Santo, Ceará, Bahia, Rio de Janeiro, Sergipe, Piauí, São Paulo, Rio Grande do Norte, Pernambuco, Paraíba), Uruguay, Bolivia (Santa Cruz), Paraguay, Argentina (Formosa, Corrientes)",,
Lizard,Tegu,,,Tegu -Red,,,Tegu -Red  ,Salvator rufescens,S. rufescens,Animalia,Chordata,Reptilia,Squamata,,,,,Teiidae,,,Salvator,,rufescens,,,,Lizard > Tegu,Salvator > rufescens,"Tegu -Red
 > Salvator rufescens",LITEG,REDTG,,,,,,,,,216,salvator rufescens,79FSD,species,,79FSD,,79FSD,native,,"W Argentina (Chaco, La Rioja, San Juan [HR 31: 185], Mendoza, Córdoba, San Luis, La Pampa), Paraguay, Bolivia (Beni, Santa Cruz, Tarija)",,
Lizard,Tegu,,,Tegu,,,Tegu  ,Salvator sp.,S. sp.,Animalia,Chordata,Reptilia,Squamata,,,,,Teiidae,,,Salvator,,sp.,,,,Lizard > Tegu,Salvator > sp.,"Tegu
 > Salvator sp.",LITEG,OTHTG,,,,,,,,,217,salvator sp,7BZZ,Genus Matched. Species not found,salvator sp,7BZZ,,,,,,,
Lizard,Teiidae,,,Ameiva,Green Ameiva,Amazon Racerunner,Ameiva Green Ameiva Amazon Racerunner,Ameiva ameiva,A. ameiva,Animalia,Chordata,Reptilia,Squamata,,,,Lacertoidea,Teiidae,,,Ameiva,,ameiva,,,,Lizard > Teiidae,Ameiva > ameiva,"Ameiva
 > Ameiva ameiva",LITEI,AMIEV,,,,,,,,,218,ameiva ameiva,CQKP,species,,CQKP,,CQKP,native,,"Colombia (incl. Valle del Cauca, Chocó), Surinam, French Guiana, Guyana, Venezuela (Trujillo, Cojedes), Brazil (Acre, Amazonas, Bahia, Paraná [HR 27: 216], Minas Gerais, Goias, Pernambuco, Espírito Santo, Ceará, Mato Grosso, Sergipe, Rio de Janeiro, Piauí, Rio Grande do Norte), Bolivia (Beni, Cochabamba, La Paz, Pando, Santa Cruz, Tarija), Ecuador, Peru, Argentina (Salta, Jujuy, Santiago del Estero, Formosa, Chaco, Corrientes, Danta Fe, Entre Ríos), Paraguay.",,
Lizard,Tropiduridae,,,Western Leaf Lizard,,,Western Leaf Lizard  ,Stenocercus fimbriatus,S. fimbriatus,Animalia,Chordata,Reptilia,Squamata,,,Iguania,,Tropiduridae,,,Stenocercus,,fimbriatus,,,,Lizard > Tropiduridae,Stenocercus > fimbriatus,"Western Leaf Lizard
 > Stenocercus fimbriatus",LITRO,WESLZ,,,,,,,,,219,stenocercus fimbriatus,4ZWJS,species,,4ZWJS,,4ZWJS,native,,"Brazil (Amazonas, Acre), Peru (eastern slopes of the Andes, Junin  [HR 35: 188])",,
Mammal,Rodent,,,Coypu Rat,Nutria,,Coypu Rat Nutria ,Myocastor coypus,M. coypus,Animalia,Chordata,Mammalia,Rodentia,,,,,Echimyidae,Echimyinae,Myocastroni,Myocastor,,coypus,,,,Mammal > Rodent,Myocastor > coypus,"Coypu Rat
 > Myocastor coypus",MAROD,COYPU,,,,,,,,,220,myocastor coypus,6RRQT,species,,6RRQT,,6RRQT,native,,Africa,,
Snake,Boa,,,Madagascar Ground Boa,Malagasy ground boa,Madagascar boa,Madagascar Ground Boa Malagasy ground boa Madagascar boa,Acrantophis madagascariensis,A.madagascariensis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Sanziniinae,,Acrantophis,,madagascariensis,,,,Snake > Boa,Acrantophis > madagascariensis,"Madagascar Ground Boa
 > Acrantophis madagascariensis",SNBOA,MDGRB,,,,,,,,,221,acrantophis madagascariensis,64MBG,species,,64MBG,,64MBG,native,,"N Madagascar, Nossi Be = Nosy Bé",,
Snake,Boa,,,Madagascar Tree Boa,,,Madagascar Tree Boa  ,Sanzinia madagascariensis,A.madagascariensis,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Sanziniinae,,Sanzinia,,madagascariensis,,,,Snake > Boa,Sanzinia > madagascariensis,"Madagascar Tree Boa
 > Sanzinia madagascariensis",SNBOA,MDTRB,,,,,,,,,222,sanzinia madagascariensis,6XK7P,species,,6XK7P,,6XK7P,native,,"E Madagascar, Nossi Be = Nosy Bé",,
Snake,Boa,,,Red-Tailed Boa Constrictor,,,Red-Tailed Boa Constrictor  ,Boa constrictor constrictor,B. constrictor constrictor,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Boa,,constrictor,constrictor,,,Snake > Boa,"Boa > constrictor > 
 > constrictor","Red-Tailed Boa Constrictor
 > Boa constrictor constrictor",SNBOA,RTBOA,,,,,,,,,223,boa constrictor constrictor,5DNKL,subspecies,,5DNKL,,5DNKL,native,,"Mexico (Tamaulipas, Quéretaro, Veracruz, Puebla, Jalisco, Hidalgo), Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, Panama,",,
Snake,Boa,,,Common Boa Constrictor,Central American Boa,,Common Boa Constrictor Central American Boa ,Boa constrictor imperator,B. constrictor imperator,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Boa,,constrictor,imperator,,,Snake > Boa,"Boa > constrictor > 
 > imperator","Common Boa Constrictor
 > Boa constrictor imperator",SNBOA,COBOA,,,,,,,,,224,boa constrictor imperator,M7TX,species,,M7TX,,M7TX,native,,"Mexico (Tamaulipas, Quéretaro, Veracruz, Puebla, Jalisco, Hidalgo), Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, Panama,",,
Snake,Boa,,,Hog Island Boa Constrictor,,,Hog Island Boa Constrictor  ,Boa constrictor imperator,B. constrictor imperator,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Boa,,constrictor,imperator,,,Snake > Boa,"Boa > constrictor > 
 > imperator","Hog Island Boa Constrictor
 > Boa constrictor imperator",SNBOA,HGBOA,,,,,,,,,225,boa constrictor imperator,M7TX,species,,M7TX,,M7TX,native,,"Mexico (Tamaulipas, Quéretaro, Veracruz, Puebla, Jalisco, Hidalgo), Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, Panama,",,
Snake,Boa,,,Boa Constrictor ssp*,,,Boa Constrictor ssp*  ,Boa constrictor ssp.,B. constrictor constrictor,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Boa,,constrictor,ssp.,,,Snake > Boa,"Boa > constrictor > 
 > ssp.","Boa Constrictor ssp*
 > Boa constrictor ssp.",SNBOA,OTBOA,,,,,,,,,226,boa constrictor ssp,M7TX,species,,M7TX,,M7TX,native,,"Mexico (Tamaulipas, Quéretaro, Veracruz, Puebla, Jalisco, Hidalgo), Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, Panama,",,
Snake,Boa,,,Viper Boa,New Guinea Ground Boa,,Viper Boa New Guinea Ground Boa ,Candoia aspera,C.aspera,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Candoia,,aspera,,,,Snake > Boa,Candoia > aspera,"Viper Boa
 > Candoia aspera",SNBOA,VIBOA,,,,,,,,,227,candoia aspera,QLMV,species,,QLMV,,QLMV,native,,"New Guinea (Admirality I, Bismarck Archipelago), Manus, Molucca Islands, Indonesia (West Papua)",,
Snake,Boa,,,Emerald Tree Boa,,,Emerald Tree Boa  ,Corallus caninus,C. caninus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Corallus,,caninus,,,,Snake > Boa,Corallus > caninus,"Emerald Tree Boa
 > Corallus caninus",SNBOA,ETBOA,,,,,,,,,228,corallus caninus,5ZZDV,species,,5ZZDV,,5ZZDV,native,,"Guyana, Suriname, French Guiana, E/S Venezuela (Bolívar, Amazonas), NE Brazil (north of the Rio Amazonas and north and east of the Rio Negro: Amapá, Pará, Roraima, Amazonas); elevation 0-200 m.",,
Snake,Boa,,,Emerald Tree Boa - Northern,,,Emerald Tree Boa - Northern  ,Corallus caninus,C. caninus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Corallus,,caninus,,,,Snake > Boa,Corallus > caninus,"Emerald Tree Boa - Northern
 > Corallus caninus",SNBOA,ETBNO,,,,,,,,,229,corallus caninus,5ZZDV,species,,5ZZDV,,5ZZDV,native,,"Guyana, Suriname, French Guiana, E/S Venezuela (Bolívar, Amazonas), NE Brazil (north of the Rio Amazonas and north and east of the Rio Negro: Amapá, Pará, Roraima, Amazonas); elevation 0-200 m.",,
Snake,Boa,,,Emerald Tree Boa - Amazon Basin,,,Emerald Tree Boa - Amazon Basin  ,Corallus batesii,C. batesii,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Corallus,,batesii,,,,Snake > Boa,Corallus > batesii,"Emerald Tree Boa - Amazon Basin
 > Corallus batesii",SNBOA,ETBAM,,,,,,,,,230,corallus batesii,5ZZD9,species,,5ZZD9,,5ZZD9,native,,"Brazil (Amazonas, Pará), Peru, Bolivia, Ecuador, Colombia; elevation 0-1000 m",,
Snake,Boa,,,Amazon Tree Boa,,,Amazon Tree Boa  ,Corallus hortulana,C. hortulana,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Corallus,,hortulana,,,,Snake > Boa,Corallus > hortulana,"Amazon Tree Boa
 > Corallus hortulana",SNBOA,ATBOA,,,,,,,,,231,corallus hortulana,5ZZFH,species,,5ZZFH,,5ZZFH,native,,"S Colombia (east of the Andes), S Venezuela, Guyana, Suriname, French Guiana, Brazil (Amazonas, Bahia, Sergipe, Ceará, Rio de Janeiro, Espirito Santo, Minas Gerais, DF, Piauí, Acre, Pará, Pernambuco), Ecuador, Peru, Bolivia; Windward Islands.",,
Snake,Boa,,,Brazilian Rainbow Boa,,,Brazilian Rainbow Boa  ,Epicrates cenchria,E.cenchria,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Epicrates,,cenchria,,,,Snake > Boa,Epicrates > cenchria,"Brazilian Rainbow Boa
 > Epicrates cenchria",SNBOA,BRBOA,,,,,,,,,232,epicrates cenchria,6FQT3,species,,6FQT3,,6FQT3,native,,"French Guiana, Suriname, Guyana,",,
Snake,Boa,,,Columbian Rainbow boa,,,Columbian Rainbow boa  ,Epicrates maurus,E.maurus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Epicrates,,maurus,,,,Snake > Boa,Epicrates > maurus,"Columbian Rainbow boa
 > Epicrates maurus",SNBOA,CRBOA,,,,,,,,,233,epicrates maurus,5H4W9,species,,5H4W9,,,,,,,
Snake,Boa,,,Common Sand Boa,,,Common Sand Boa  ,Eryx sp.,,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Eryx,,Eryx sp.,,,,Snake > Boa,Eryx > Eryx sp.,"Common Sand Boa
 > Eryx sp.",SNBOA,CSBOA,,,,,,,,,234,eryx sp,3BG9J,Genus Matched. Species not found,eryx sp,3BG9J,,,,,,,
Snake,Boa,,,Red Sand Boa,,,Red Sand Boa  ,Eryx jhonii,E.johnii,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Eryx,,johnii,,,,Snake > Boa,Eryx > johnii,"Red Sand Boa
 > Eryx jhonii",SNBOA,RSNDB,,,,,,,,,235,eryx jhonii,3BG9J,Genus Matched. Species not found,eryx jhonii,3BG9J,,,,,,,
Snake,Boa,,,Green Anaconda,,,Green Anaconda  ,Eunectes murinus,E.murinus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Boinae,,Eunectes,,murinus,,,,Snake > Boa,Eunectes > murinus,"Green Anaconda
 > Eunectes murinus",SNBOA,GRANA,,,,,,,,,236,eunectes murinus,6GYDR,species,,6GYDR,,6GYDR,native,,"Venezuela, Colombia, Brazil (Goias, Bahia, Sergipe, Ceara, Piauí etc.), Ecuador, E Paraguay, N Bolivia, NE Peru, Guyana, French Guiana, Trinidad",,
Snake,Boa,,,Yellow Anaconda,Paraguayan Anaconda,,Yellow Anaconda Paraguayan Anaconda ,Eunectes notaeus,E. notaeus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Boinae,,Eunectes,,notaeus,,,,Snake > Boa,Eunectes > notaeus,"Yellow Anaconda
 > Eunectes notaeus",SNBOA,YEANA,,,,,,,,,237,eunectes notaeus,6GYDP,species,,6GYDP,,6GYDP,native,,"Bolivia, Paraguay, Uruguay, W Brazil (Mato Grosso, Mato Grosso do Sul, Rio Grande do Sul, Paraná [HR 27: 216], São Paulo), NE Argentina (Chaco, Corrientes, Entre Rios, Formosa, Misiones, Santa Fé, Corrientes, Santiago del Estero).",,
Snake,Boa,,,Anaconda,,,Anaconda  ,Eunectes sp*,E. sp*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,Boinae,,Eunectes,,sp*,,,,Snake > Boa,Eunectes > sp*,"Anaconda
 > Eunectes sp*",SNBOA,ANACO,,,,,,,,,238,eunectes sp,4G38,Genus Matched. Species not found,eunectes sp,4G38,,,,,,,
Snake,Boa,,,Kenyan Sand Boa,,,Kenyan Sand Boa  ,Gongylophis colubrinus,G. colubrinus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Boidae,,,Gongylophis,,colubrinus,,,,Snake > Boa,Gongylophis > colubrinus,"Kenyan Sand Boa
 > Gongylophis colubrinus",SNBOA,KESNB,,,,,,,,,239,gongylophis colubrinus,8HZDC,Genus Matched. Species not found,gongylophis colubrinus,8HZDC,,,,,,,
Snake,Colubrid,,,Mangrove Cat Snake,,,Mangrove Cat Snake  ,Boiga dendrophila,B. dendrophila,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Boiga,,dendrophila,,,,Snake > Colubrid,Boiga > dendrophila,"Mangrove Cat Snake
 > Boiga dendrophila",SNCOL,MGCAT,,,,,,,,,240,boiga dendrophila,5WNGW,species,,5WNGW,,5WNGW,native,,"Indonesia (Bangka, Belitung, Borneo, Java, Bali, Sulawesi, Riau Archipelago, Sumatra); Cambodia, Myanmar,",,
Snake,Colubrid,,,Radiated Rat Snake,Copper headed Racer,Copper headed trinket snake,Radiated Rat Snake Copper headed Racer Copper headed trinket snake,Coelognathus radiatus,C. radiatus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Coelognathus,,radiatus,,,,Snake > Colubrid,Coelognathus > radiatus,"Radiated Rat Snake
 > Coelognathus radiatus",SNCOL,RARAT,,,,,,,,,241,coelognathus radiatus,WRWM,species,,WRWM,,WRWM,native,,"Indonesia (Sumatra, Bangka, Borneo/Kalimantan, Java, Bali),",,
Snake,Colubrid,,,Indian Trinket Snake,Trinket Snake,,Indian Trinket Snake Trinket Snake ,Coelognathus helena,C. helena,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Coelognathus,,radiatus,,,,Snake > Colubrid,Coelognathus > radiatus,"Indian Trinket Snake
 > Coelognathus helena",SNCOL,INTRK,,,,,,,,,242,coelognathus helena,WRWF,species,,WRWF,,WRWF,native,,"Sri Lanka, India (Gujarat, Himachal Pradesh, Jammu and Kashmir, Kerala, Tamil Nadu, Karnataka, Andhra Pradesh, Madhya Pradesh, Chhattisgarh, Orissa, Maharashtra (Pune (=Poona) district) [A. Captain, pers. comm.], Rajasthan), Pakistan (Sind) ?, Nepal, Bangladesh",,
Snake,Colubrid,,,Russian Rat Snake,Manchurian Black Racer / water snake,Amur rat snake,Russian Rat Snake Manchurian Black Racer / water snake Amur rat snake,Elaphe schrenckii,E. schrenckii,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Elaphe,,schrenckii,,,,Snake > Colubrid,Elaphe > schrenckii,"Russian Rat Snake
 > Elaphe schrenckii",SNCOL,RURAT,,,,,,,,,243,elaphe schrenckii,38YMM,species,,38YMM,,38YMM,native,,"Russia (Amur River Basin of Siberia, Primorskiy Territory),",,
Snake,Colubrid,,,Red-Tailed Racer,red-tailed green ratsnake,,Red-Tailed Racer red-tailed green ratsnake ,Gonyosoma oxycephalum,G. oxycephalum,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Gonyosoma,,oxycephalum,,,,Snake > Colubrid,Gonyosoma > oxycephalum,"Red-Tailed Racer
 > Gonyosoma oxycephalum",SNCOL,RTRCR,,,,,,,,,244,gonyosoma oxycephalum,3GZWS,species,,3GZWS,,3GZWS,native,,"Indonesia (Bangka, Belitung, Java, Bali, Kalimantan, Borneo, Karimata, Legundi, Lombok, Mentawai Archipelago, Natuna Archipelago, Nias, Panaitan, Riau Archipelago, Sebuku, Sumatra, Tambelan Archipelago),",,
Snake,Colubrid,,,Rhino Ratsnake,Rhinoceros ratsnake,,Rhino Ratsnake Rhinoceros ratsnake ,Gonyosoma boulengeri,G. boulengeri,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Colubrinae,,Gonyosoma,,boulengeri,,,,Snake > Colubrid,Gonyosoma > boulengeri,"Rhino Ratsnake
 > Gonyosoma boulengeri",SNCOL,RHRAT,,,,,,,,,245,gonyosoma boulengeri,6L2GC,species,,6L2GC,,6L2GC,native,,"N Vietnam (Ha Tinh, Vinh-Phu, Bac-Thai, Yen-Bai, Phu Yen, Quang Binh),",,
Snake,Colubrid,,,Hognose Snake,,,Hognose Snake  ,Heterodon sp*,H. sp*,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,sp,,,,Snake > Colubrid,Heterodon > sp,"Hognose Snake
 > Heterodon sp*",SNCOL,HGNOS,,,,,,,,,246,heterodon sp,9JKMY,Genus Matched. Species not found,heterodon sp,9JKMY,,,,,,,
Snake,Colubrid,,,Mexican hognose snake,,,Mexican hognose snake  ,Heterodon kennerlyi,H. kennerlyi,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,kennerlyi,,,,Snake > Colubrid,Heterodon > kennerlyi,"Mexican hognose snake
 > Heterodon kennerlyi",SNCOL,MXHNS,,,,,,,,,247,heterodon kennerlyi,3L994,species,,3L994,,3L994,native,,"USA (S Texas, S New Mexico, S Arizona), Mexico (Coahuila, Aguascalientes, San Luis Potosí, Nuevo León, Tamaulipas, Durango, Jalisco).",,
Snake,Colubrid,,,Gloyd's hognose snake,,,Gloyd's hognose snake  ,Heterodon nasicus gloydi,H. nasicus gloydi,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,nasicus,gloydi,,,Snake > Colubrid,"Heterodon > nasicus > 
 > gloydi","Gloyd's hognose snake
 > Heterodon nasicus gloydi",SNCOL,GLHNS,,,,,,,,,248,heterodon nasicus gloydi,89HW4,subspecies,,89HW4,,,,,,,
Snake,Colubrid,,,Western hognose snake,,,Western hognose snake  ,Heterodon nasicus,H. nasicus,Animalia,Chordata,Reptilia,Squamata,,,Serpentes,,Colubridae,Dipsadinae,,Heterodon,,nasicus,,,,Snake > Colubrid,Heterodon > nasicus,"Western hognose snake
 > Heterodon nasicus",SNCOL,WSHNS,,,,,,,,,249,heterodon nasicus,3L997,species,,3L997,,3L997,native,,"Canada (Manitoba, Alberta, Saskatchewan),",,
